"","Source_Name","ASSOC_FGL","Signif","PL_Flux_Density","LP_Flux_Density","PLEC_Flux_Density","RA","DEC","GLON","GLAT","ASSOC1","CLASS1","ASSOC2","CLASS2","Flags","FGL3_Source_name","BLR_P_PLEC","BLR_Pred_PLEC","BLR_P_LP","BLR_Pred_LP","RF_P_LP","RF_Pred_LP","PSR_Out","AGN_Out","XGB_P_PLEC","XGB_Pred_PLEC","XGB_P_LP","XGB_Pred_LP","ANN_Pred_LP","ANN_P_LP.1","ANN_P_LP.2","ANN_Pred_PLEC","ANN_P_PLEC.1","ANN_P_PLEC.2"
"2562","1337.4+5502","                  ",  4.217,"4.95e-13","4.79e-13","4.89e-13","204.367"," 55.0418","109.357"," 6.1e+01","S4 1335+55                  ","fsrq","                              ","",  16,"",0.000,"AGN",0.000,"AGN",0.004,"AGN",  6268.083,  -0.039,0.0004320405,"AGN",0.056626543,"AGN","AGN",1.000000e+00,1.811829e-09,"AGN",1.000000e+00,2.577779e-11
"2563","1337.5-7802","                  ",  5.969,"3.18e-14","3.68e-14","3.59e-14","204.386","-78.0450","305.392","-1.5e+01","RX J1338.2-7801             ","bcu","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.012,"AGN",  5983.436,  -0.197,0.0016846018,"AGN",0.993336558,"PSR","AGN",9.664124e-01,3.358771e-02,"AGN",9.934162e-01,6.583793e-03
"2564","1337.6-1257","3FGL J1337.6-1257 ", 35.694,"4.97e-12","5.59e-12","5.39e-12","204.424","-12.9517","320.038"," 4.8e+01","PKS 1335-127                ","fsrq","                              ","",   0,"1337.6-1257",0.001,"AGN",0.004,"AGN",0.014,"AGN",  5437.656,   0.740,0.0010210800,"AGN",0.019255431,"AGN","AGN",6.021411e-01,3.978589e-01,"AGN",9.364935e-01,6.350652e-02
"2565","1337.9-1956","                  ",  4.336,"1.52e-13","1.71e-13","1.66e-13","204.488","-19.9450","317.609"," 4.2e+01","PMN J1337-1958              ","bcu","                              ","",   0,"",0.000,"AGN",0.000,"AGN",0.000,"AGN",  4411.675,  -0.370,0.0006074695,"AGN",0.030436100,"AGN","AGN",9.999988e-01,1.152328e-06,"AGN",1.000000e+00,9.411309e-09
"2566","1338.0+6534","3FGL J1338.9+6532 ",  8.286,"1.34e-12","1.40e-12","1.43e-12","204.516"," 65.5696","115.324"," 5.1e+01","87GB 133543.8+654752        ","fsrq","                              ","",   0,"1338.9+6532",0.000,"AGN",0.000,"AGN",0.000,"AGN",  1028.678,  -0.126,0.0009980239,"AGN",0.323568642,"AGN","AGN",9.990100e-01,9.900456e-04,"AGN",9.975837e-01,2.416237e-03
"2567","1338.8-4509","                  ",  4.854,"1.23e-14","1.19e-14","1.22e-14","204.719","-45.1639","311.643"," 1.7e+01","                            ","","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.000,"AGN",  4576.267,  -0.443,0.0004743510,"AGN",0.274164855,"AGN","AGN",9.999746e-01,2.534139e-05,"AGN",9.999999e-01,1.305580e-07
"2568","1338.9+1153","3FGL J1339.0+1153 ", 15.396,"7.00e-14","7.07e-14","7.32e-14","204.732"," 11.8956","341.421"," 7.1e+01","SDSS J133859.05+115316.7    ","bll","                              ","",   0,"1339.0+1153",0.000,"AGN",0.000,"AGN",0.000,"AGN", 10826.786,  -0.886,0.0004769140,"AGN",0.106874593,"AGN","AGN",1.000000e+00,6.876139e-10,"AGN",1.000000e+00,1.069464e-08
"2569","1339.0-2400","3FGL J1338.6-2403 ", 18.808,"8.85e-13","9.66e-13","9.19e-13","204.756","-24.0085","316.680"," 3.8e+01","PKS 1336-237                ","bcu","                              ","",   0,"1338.6-2403",0.001,"AGN",0.000,"AGN",0.000,"AGN",  3906.628,  -0.688,0.0005406286,"AGN",0.109996401,"AGN","AGN",9.978222e-01,2.177841e-03,"AGN",9.997051e-01,2.948801e-04
"2570","1339.1-2620","                  ",  6.927,"1.59e-13","1.88e-13","1.82e-13","204.799","-26.3351","316.066"," 3.5e+01","PKS 1336-260                ","fsrq","                              ","",   0,"",0.000,"AGN",0.001,"AGN",0.002,"AGN",  4017.915,  -0.126,0.0008571554,"AGN",0.030436100,"AGN","AGN",9.999936e-01,6.434323e-06,"AGN",9.999998e-01,2.389633e-07
"2571","1339.9-0138","3FGL J1339.8-0133 ",  8.332,"2.25e-13","3.87e-13","3.68e-13","204.976"," -1.6378","326.939"," 5.9e+01","PKS 1337-013                ","fsrq","                              ","",   0,"1339.8-0133",0.009,"AGN",0.017,"AGN",0.072,"AGN",  1789.722,  50.969,0.0021222027,"AGN",0.132166505,"AGN","AGN",9.992127e-01,7.872243e-04,"AGN",9.998788e-01,1.211809e-04
"2572","1340.0-1501","                  ",  6.071,"3.11e-15","5.12e-15","5.02e-15","205.021","-15.0265","320.035"," 4.6e+01","NVSS J134005-150314         ","bcu","                              ","",   0,"",0.013,"AGN",0.028,"AGN",0.000,"AGN",  1067.953,   2.024,0.0044245766,"AGN",0.997067153,"PSR","AGN",8.694998e-01,1.305002e-01,"AGN",9.277172e-01,7.228277e-02
"2573","1340.5+4409","3FGL J1340.6+4412 ",  8.624,"3.09e-15","3.40e-15","3.24e-15","205.147"," 44.1610"," 95.992"," 7.0e+01","RX J1340.4+4410             ","bll","                              ","",   0,"1340.6+4412",0.004,"AGN",0.002,"AGN",0.000,"AGN",  5081.821,  -0.691,0.0005288949,"AGN",0.965726137,"PSR","AGN",9.999963e-01,3.669115e-06,"AGN",9.999999e-01,1.469181e-07
"2574","1340.8-0409","3FGL J1340.6-0408 ",  9.287,"6.06e-14","8.13e-14","7.69e-14","205.217"," -4.1612","325.690"," 5.7e+01","NVSS J134042-041006         ","bll","                              ","",   0,"1340.6-0408",0.001,"AGN",0.016,"AGN",0.000,"AGN",  5547.231,   0.192,0.0019866526,"AGN",0.949930489,"PSR","AGN",9.181687e-01,8.183122e-02,"AGN",9.840141e-01,1.598588e-02
"2575","1341.1+7433","                  ",  5.163,"4.23e-15","4.98e-15","4.74e-15","205.275"," 74.5637","118.506"," 4.2e+01","WN B1340.4+7450             ","bcu","                              ","",   0,"",0.001,"AGN",0.001,"AGN",0.002,"AGN", 10533.846,  -0.440,0.0004629580,"AGN",0.908304095,"PSR","AGN",9.999622e-01,3.781071e-05,"AGN",9.999977e-01,2.298268e-06
"2576","1341.2+3958","3FGL J1341.0+3955 ", 10.681,"2.88e-14","2.67e-14","2.87e-14","205.321"," 39.9738"," 87.283"," 7.4e+01","SDSS J134105.10+395945.4    ","bll","                              ","",   0,"1341.0+3955",0.001,"AGN",0.002,"AGN",0.000,"AGN", 11184.286,  -0.736,0.0004928185,"AGN",0.134261608,"AGN","AGN",9.999971e-01,2.862432e-06,"AGN",1.000000e+00,1.813971e-11
"2577","1341.6+5515","3FGL J1341.5+5517 ",  5.015,"1.12e-14","1.33e-14","1.29e-14","205.409"," 55.2540","108.396"," 6.0e+01","SBS 1339+554                ","bll","                              ","",   0,"1341.5+5517",0.004,"AGN",0.016,"AGN",0.006,"AGN",  6411.688,   0.664,0.0011580538,"AGN",0.964076161,"PSR","AGN",9.673935e-01,3.260653e-02,"AGN",9.921060e-01,7.894001e-03
"2578","1341.7-6216","                  ",  9.208,"2.04e-13","2.40e-13","2.37e-13","205.434","-62.2801","308.744"," 2.3e-02","PSR J1341-6220              ","PSR","                              ","",   2,"",0.147,"PSR",0.328,"PSR",0.998,"PSR",    43.980,1351.866,0.9938097596,"PSR",0.994595587,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"2579","1341.8-2053","3FGL J1341.9-2053 ", 11.471,"3.57e-12","4.05e-12","3.96e-12","205.461","-20.8901","318.470"," 4.0e+01","PKS B1339-206               ","fsrq","                              ","",   0,"1341.9-2053",0.001,"AGN",0.000,"AGN",0.000,"AGN",  1654.007,   0.323,0.0008069717,"AGN",0.078453116,"AGN","AGN",9.990196e-01,9.803515e-04,"AGN",9.997723e-01,2.277732e-04
"2580","1342.6+0944","3FGL J1342.7+0945 ",  8.958,"6.77e-14","7.92e-14","7.59e-14","205.671","  9.7350","340.151"," 6.9e+01","NVSS J134240+094752         ","fsrq","                              ","",   0,"1342.7+0945",0.001,"AGN",0.000,"AGN",0.000,"AGN",  9011.924,  -0.757,0.0008315646,"AGN",0.939598560,"PSR","AGN",9.995862e-01,4.138422e-04,"AGN",9.999729e-01,2.701043e-05
"2581","1342.7+0505","                  ",  7.111,"2.21e-13","2.06e-13","2.17e-13","205.685","  5.0904","334.216"," 6.5e+01","WISE J134243.61+050432.1    ","bll","                              ","",   4,"",0.010,"AGN",0.014,"AGN",0.002,"AGN",  2278.869,   1.040,0.0006239821,"AGN",0.225387529,"AGN","AGN",9.996341e-01,3.657995e-04,"AGN",9.999753e-01,2.466794e-05
"2582","1343.5-6827","                  ",  6.172,"5.12e-13","1.03e-12","9.10e-13","205.882","-68.4586","307.704","-6.1e+00","                            ","","                              ","",2050,"",0.032,"AGN",0.123,"AGN",0.290,"AGN",  1158.526, 189.795,0.1364784539,"AGN",0.924056172,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"2583","1343.6+5755","3FGL J1343.6+5753 ",  4.745,"9.27e-13","8.90e-13","9.23e-13","205.912"," 57.9178","109.897"," 5.8e+01","6C B134209.5+581020         ","fsrq","                              ","",   2,"1343.6+5753",0.001,"AGN",0.001,"AGN",0.002,"AGN",  1756.072,  -0.018,0.0004787254,"AGN",0.066629142,"AGN","AGN",9.999945e-01,5.472109e-06,"AGN",1.000000e+00,1.181888e-09
"2584","1343.8-6208","                  ",  5.703,"1.41e-13","1.77e-13","1.73e-13","205.964","-62.1420","309.014"," 1.1e-01","SNR G308.8-00.1             ","spp","                              ","",  26,"",0.147,"PSR",0.328,"PSR",0.880,"PSR",   137.644,1326.747,0.9841347337,"PSR",0.995682836,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"2585","1344.0+6605","                  ", 10.218,"1.68e-13","1.68e-13","1.69e-13","206.014"," 66.0974","114.653"," 5.0e+01","GC 1342+663                 ","fsrq","                              ","",   0,"",0.007,"AGN",0.001,"AGN",0.000,"AGN",  6131.878,  -0.576,0.0006956045,"AGN",0.124345072,"AGN","AGN",1.000000e+00,2.082833e-10,"AGN",1.000000e+00,2.764079e-09
"2586","1344.1-7700","                  ",  5.160,"2.48e-13","3.89e-13","3.88e-13","206.036","-77.0136","305.964","-1.4e+01","PMN J1343-7658              ","bcu","                              ","",   1,"",0.144,"PSR",0.205,"PSR",0.062,"AGN",   455.403,  22.314,0.0082801841,"AGN",0.796404958,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"2587","1344.2-1723","3FGL J1344.2-1724 ", 36.929,"3.07e-12","3.50e-12","3.35e-12","206.060","-17.3978","320.465"," 4.4e+01","PMN J1344-1723              ","fsrq","                              ","",   0,"1344.2-1724",0.001,"AGN",0.002,"AGN",0.006,"AGN", 10830.248,   0.850,0.0007173677,"AGN",0.018694399,"AGN","AGN",9.894498e-01,1.055018e-02,"AGN",9.996904e-01,3.095994e-04
"2588","1344.4-3656","3FGL J1344.5-3655 ",  8.847,"1.69e-13","1.64e-13","1.67e-13","206.125","-36.9335","314.582"," 2.5e+01","PKS 1341-366                ","bcu","                              ","",   4,"1344.5-3655",0.010,"AGN",0.005,"AGN",0.002,"AGN",  5049.233,   0.120,0.0005037544,"AGN",0.274164855,"AGN","AGN",9.999316e-01,6.836456e-05,"AGN",9.999902e-01,9.735085e-06
"2589","1344.9-6228","3FGL J1345.1-6224 ", 10.623,"8.08e-13","1.34e-12","1.37e-12","206.247","-62.4770","309.074","-2.5e-01","SNR G308.8-00.1             ","spp","                              ","",  18,"1345.1-6224",0.991,"PSR",0.992,"PSR",0.996,"PSR",     0.013, 345.728,0.9975742698,"PSR",0.991498649,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"2590","1345.3-6253","                  ",  5.428,"1.28e-13","2.39e-13","2.34e-13","206.331","-62.8850","309.027","-6.5e-01","SNR G309.2-00.6             ","spp","                              ","",  20,"",0.144,"PSR",0.526,"PSR",0.402,"AGN",   321.540, 285.999,0.6592474580,"PSR",0.785406947,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"2591","1345.5+4453","3FGL J1345.6+4453 ",146.303,"5.95e-11","6.46e-11","6.23e-11","206.394"," 44.8844"," 95.089"," 6.9e+01","B3 1343+451                 ","fsrq","                              ","",   0,"1345.6+4453",0.012,"AGN",0.013,"AGN",0.002,"AGN", 10935.142,   2.037,0.0027459515,"AGN",0.008493648,"AGN","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"2592","1345.6-3356","3FGL J1345.9-3357 ", 14.055,"7.78e-14","7.76e-14","7.94e-14","206.408","-33.9453","315.599"," 2.8e+01","NVSS J134543-335643         ","bll","                              ","",   0,"1345.9-3357",0.000,"AGN",0.000,"AGN",0.000,"AGN",  9270.942,  -0.920,0.0004176212,"AGN",0.017539343,"AGN","AGN",1.000000e+00,1.261523e-13,"AGN",1.000000e+00,4.043411e-12
"2593","1345.8+0706","3FGL J1345.8+0704 ", 23.793,"3.23e-12","3.39e-12","3.34e-12","206.465","  7.1072","338.233"," 6.6e+01","TXS 1343+073                ","fsrq","                              ","",   0,"1345.8+0704",0.000,"AGN",0.000,"AGN",0.000,"AGN",  3059.177,  -0.536,0.0004736613,"AGN",0.012296749,"AGN","AGN",9.994438e-01,5.561663e-04,"AGN",9.999201e-01,7.986135e-05
"2594","1345.9-2612","3FGL J1346.2-2608 ", 13.485,"1.63e-13","3.16e-13","3.01e-13","206.482","-26.2116","317.894"," 3.5e+01","                            ","","                              ","",   0,"1346.2-2608",0.102,"PSR",0.182,"PSR",0.428,"AGN",   514.306, 208.926,0.5691519976,"AGN",0.680234790,"PSR","AGN",9.086967e-01,9.130327e-02,"AGN",9.237866e-01,7.621334e-02
"2595","1346.3-6026","3FGL J1346.6-6027 ", 19.699,"5.90e-13","6.54e-13","6.46e-13","206.591","-60.4462","309.659"," 1.7e+00","Cen B                       ","rdg","                              ","",   0,"1346.6-6027",0.147,"PSR",0.109,"AGN",0.360,"AGN",   211.861,  68.979,0.9904520512,"PSR",0.994595587,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"2596","1346.5+5330","                  ",  9.457,"1.93e-12","2.18e-12","2.10e-12","206.648"," 53.5017","105.520"," 6.2e+01","                            ","","1RXS J134545.1+533300         ","agn",   0,"",0.007,"AGN",0.005,"AGN",0.018,"AGN",   856.690,  16.426,0.0038672448,"AGN",0.799072683,"PSR","AGN",5.073019e-01,4.926981e-01,"AGN",7.816313e-01,2.183686e-01
"2597","1347.1-2959","3FGL J1346.9-2958 ", 12.380,"5.03e-14","5.48e-14","5.35e-14","206.779","-29.9840","317.055"," 3.1e+01","NVSS J134706-295840         ","bll","                              ","",   0,"1346.9-2958",0.010,"AGN",0.005,"AGN",0.000,"AGN",  7590.073,  -0.578,0.0005538532,"AGN",0.958169460,"PSR","AGN",9.766681e-01,2.333194e-02,"AGN",9.895288e-01,1.047121e-02
"2598","1347.4+7309","                  ",  4.991,"1.65e-12","1.66e-12","1.68e-12","206.856"," 73.1545","117.399"," 4.3e+01","                            ","","WISE J134734.73+731813.2      ","agn",   0,"",0.002,"AGN",0.005,"AGN",0.012,"AGN",  1399.449,   3.746,0.0012038879,"AGN",0.509654641,"AGN","AGN",9.999920e-01,8.031709e-06,"AGN",9.999772e-01,2.276860e-05
"2599","1347.6-3751","3FGL J1347.6-3754 ", 14.869,"5.32e-13","7.03e-13","6.57e-13","206.913","-37.8633","315.016"," 2.4e+01","PMN J1347-3750              ","fsrq","                              ","",   0,"1347.6-3754",0.064,"AGN",0.055,"AGN",0.024,"AGN",  3094.139,  15.575,0.0057327463,"AGN",0.115948744,"AGN","AGN",8.471880e-01,1.528120e-01,"AGN",9.583928e-01,4.160723e-02
"2600","1348.5-8700","                  ",  4.480,"6.00e-12","4.62e-12","5.92e-12","207.128","-87.0130","303.739","-2.4e+01","                            ","","                              ","",   0,"",0.002,"AGN",0.000,"AGN",0.014,"AGN",  3629.722,   0.790,0.0004844705,"AGN",0.033349782,"AGN","AGN",9.999743e-01,2.573604e-05,"AGN",9.999999e-01,1.063772e-07
"2601","1349.1-5829","3FGL J1348.5-5833 ",  6.528,"3.44e-13","4.04e-13","3.89e-13","207.283","-58.4893","310.427"," 3.5e+00","                            ","","                              ","",   0,"1348.5-5833",0.026,"AGN",0.020,"AGN",0.440,"AGN",  3143.575,  87.362,0.0911320746,"AGN",0.991703331,"PSR","AGN",5.922643e-01,4.077357e-01,"AGN",8.366960e-01,1.633040e-01
"2602","1349.5-7153","3FGL J1348.5-7150 ",  5.645,"9.09e-13","7.49e-13","8.93e-13","207.377","-71.8837","307.465","-9.5e+00","2MASS J13490974-7152510     ","bcu","                              ","",   1,"1348.5-7150",0.007,"AGN",0.002,"AGN",0.000,"AGN",  3550.153,   2.791,0.0023601626,"AGN",0.267759293,"AGN","AGN",6.687313e-01,3.312688e-01,"AGN",9.798976e-01,2.010249e-02
"2603","1349.5-1131","3FGL J1349.6-1133 ", 23.320,"3.06e-12","3.33e-12","3.28e-12","207.387","-11.5188","324.871"," 4.9e+01","PKS 1346-112                ","fsrq","                              ","",   0,"1349.6-1133",0.000,"AGN",0.000,"AGN",0.000,"AGN",  2315.527,  -0.277,0.0006999836,"AGN",0.011558983,"AGN","AGN",9.992402e-01,7.598241e-04,"AGN",9.999691e-01,3.083641e-05
"2604","1350.6-6224","3FGL J1350.4-6224 ", 28.803,"8.99e-13","1.28e-12","1.28e-12","207.675","-62.4133","309.733","-3.3e-01","PSR J1350-6225              ","PSR","                              ","",   4,"1350.4-6224",0.991,"PSR",0.992,"PSR",1.000,"PSR",    -0.729, 325.002,0.9994707704,"PSR",0.992267907,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"2605","1350.8+3033","3FGL J1350.8+3035 ", 23.827,"2.26e-12","2.45e-12","2.39e-12","207.715"," 30.5588"," 51.220"," 7.7e+01","B2 1348+30B                 ","fsrq","                              ","",   0,"1350.8+3035",0.000,"AGN",0.000,"AGN",0.000,"AGN",  3059.453,  -0.435,0.0004913718,"AGN",0.160977960,"AGN","AGN",9.993631e-01,6.368476e-04,"AGN",9.998736e-01,1.263599e-04
"2606","1350.9-2757","3FGL J1351.1-2743 ",  4.529,"9.30e-14","1.27e-13","1.28e-13","207.733","-27.9534","318.635"," 3.3e+01","                            ","","ERC545 G318.47+33.25          ","unk", 256,"1351.1-2743",0.144,"PSR",0.205,"PSR",0.026,"AGN",   368.867,  11.848,0.0116984276,"AGN",0.982508361,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"2607","1351.0+0029","3FGL J1351.1+0030 ",  7.432,"1.95e-13","2.40e-13","2.37e-13","207.757","  0.4873","333.626"," 6.0e+01","PKS 1348+007                ","fsrq","                              ","",   0,"1351.1+0030",0.008,"AGN",0.003,"AGN",0.004,"AGN",  1039.254,   1.109,0.0009243125,"AGN",0.177834421,"AGN","AGN",1.000000e+00,2.825044e-09,"AGN",1.000000e+00,1.234786e-11
"2608","1351.3+1115","3FGL J1351.4+1115 ", 21.302,"8.46e-14","9.52e-14","9.42e-14","207.843"," 11.2502","347.394"," 6.9e+01","RX J1351.3+1115             ","bll","                              ","",   0,"1351.4+1115",0.007,"AGN",0.001,"AGN",0.000,"AGN", 13895.946,  -0.409,0.0015144338,"AGN",0.923103690,"PSR","AGN",9.996965e-01,3.035227e-04,"AGN",9.999218e-01,7.821740e-05
"2609","1351.4-1529","                  ",  6.712,"2.70e-14","2.48e-14","2.71e-14","207.854","-15.4836","323.569"," 4.5e+01","2MASX J13511746-1530155     ","bcu","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.000,"AGN",  7399.362,  -0.952,0.0005045396,"AGN",0.190868288,"AGN","AGN",9.999976e-01,2.325359e-06,"AGN",1.000000e+00,9.485765e-11
"2610","1351.6-6142","                  ", 18.337,"1.65e-12","2.25e-12","2.25e-12","207.905","-61.7029","310.001"," 3.4e-01","                            ","","                              ","",   2,"",0.991,"PSR",0.992,"PSR",0.992,"PSR",     0.280, 438.051,0.9987763762,"PSR",0.973313808,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"2611","1351.7-2912","3FGL J1351.7-2913 ", 12.522,"6.77e-13","9.39e-13","9.21e-13","207.943","-29.2106","318.439"," 3.2e+01","PKS 1348-289                ","bcu","                              ","",   0,"1351.7-2913",0.021,"AGN",0.055,"AGN",0.076,"AGN",  1524.851,   4.306,0.0012205179,"AGN",0.064091414,"AGN","AGN",9.995878e-01,4.121980e-04,"AGN",9.999707e-01,2.934421e-05
"2612","1351.7+5542","                  ",  8.743,"4.09e-14","5.47e-14","5.06e-14","207.948"," 55.7108","106.182"," 5.9e+01","87GB 135011.8+555656        ","bll","                              ","",   0,"",0.040,"AGN",0.052,"AGN",0.012,"AGN",  1903.896,   1.848,0.0099902274,"AGN",0.949459553,"PSR","AGN",9.599509e-01,4.004902e-02,"AGN",9.931604e-01,6.839562e-03
"2613","1351.9+2847","                  ",  4.440,"1.10e-14","1.38e-14","1.32e-14","207.996"," 28.7964"," 43.568"," 7.7e+01","FIRST J135154.4+285007      ","bll","                              ","",   0,"",0.004,"AGN",0.006,"AGN",0.000,"AGN",  2661.236,  -0.051,0.0019990848,"AGN",0.998016119,"PSR","AGN",9.883343e-01,1.166569e-02,"AGN",9.971124e-01,2.887587e-03
"2614","1352.7-2742","                  ",  6.236,"9.95e-13","1.20e-12","1.23e-12","208.190","-27.7052","319.182"," 3.3e+01","2MASS J13522596-2745197     ","bcu","                              ","",   0,"",0.005,"AGN",0.000,"AGN",0.034,"AGN",   789.954,   1.911,0.0015070009,"AGN",0.223468095,"AGN","AGN",9.997781e-01,2.219217e-04,"AGN",9.999808e-01,1.915626e-05
"2615","1353.0-4413","3FGL J1353.1-4414 ", 18.608,"3.98e-13","4.29e-13","4.25e-13","208.257","-44.2260","314.424"," 1.7e+01","PKS 1349-439                ","bll","                              ","",   0,"1353.1-4414",0.007,"AGN",0.001,"AGN",0.006,"AGN",  7362.363,  -0.416,0.0042944653,"AGN",0.891180873,"PSR","AGN",9.424591e-01,5.754089e-02,"AGN",9.674214e-01,3.257862e-02
"2616","1353.2+3740","                  ",  8.976,"4.72e-14","5.23e-14","5.29e-14","208.305"," 37.6820"," 75.880"," 7.3e+01","RGB J1353+376               ","bll","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.000,"AGN",  5062.067,  -0.211,0.0012505697,"AGN",0.996068954,"PSR","AGN",9.925535e-01,7.446420e-03,"AGN",9.941921e-01,5.807865e-03
"2617","1353.3+1434","3FGL J1353.2+1435 ", 15.502,"3.95e-13","4.07e-13","4.06e-13","208.335"," 14.5755","354.991"," 7.1e+01","OP 186                      ","bll","                              ","",   0,"1353.2+1435",0.001,"AGN",0.000,"AGN",0.000,"AGN",  4704.073,  -0.658,0.0004991571,"AGN",0.116593301,"AGN","AGN",9.999990e-01,9.593564e-07,"AGN",9.999999e-01,1.696910e-07
"2618","1353.4+5600","                  ",  4.988,"2.75e-15","2.77e-15","2.86e-15","208.360"," 56.0024","106.042"," 5.9e+01","RX J1353.4+5601             ","bll","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.000,"AGN",  8078.942,  -0.385,0.0008601332,"AGN",0.530814886,"AGN","AGN",1.000000e+00,9.456788e-11,"AGN",1.000000e+00,7.641623e-10
"2619","1353.6-6640","3FGL J1353.5-6640 ", 21.647,"5.91e-14","5.86e-14","6.06e-14","208.406","-66.6719","309.044","-4.5e+00","1RXS J135341.1-664002       ","bll","                              ","",   0,"1353.5-6640",0.026,"AGN",0.005,"AGN",0.002,"AGN", 26867.993,   0.117,0.0014514572,"AGN",0.225441456,"AGN","AGN",9.999971e-01,2.826894e-06,"AGN",9.998397e-01,1.602546e-04
"2620","1353.7-3936","                  ",  4.374,"6.84e-16","1.32e-15","1.15e-15","208.439","-39.6157","315.797"," 2.2e+01","NVSS J135345-393711         ","bcu","                              ","",   0,"",0.001,"AGN",0.006,"AGN",0.004,"AGN",  5268.437,  -0.071,0.0008011399,"AGN",0.810413241,"PSR","AGN",9.999709e-01,2.907900e-05,"AGN",9.999973e-01,2.791510e-06
"2621","1354.2+6934","                  ",  5.021,"1.12e-13","1.45e-13","1.39e-13","208.573"," 69.5676","115.025"," 4.7e+01","87GB 135252.8+694626        ","bcu","                              ","",   0,"",0.057,"AGN",0.071,"AGN",0.012,"AGN",   329.586,   7.876,0.0041741850,"AGN",0.743214130,"PSR","AGN",9.195855e-01,8.041455e-02,"AGN",9.527944e-01,4.720551e-02
"2622","1354.3-0206","                  ",  8.806,"6.38e-12","8.40e-12","8.18e-12","208.597"," -2.1099","332.833"," 5.7e+01","PKS 1351-018                ","fsrq","                              ","",   0,"",0.027,"AGN",0.018,"AGN",0.052,"AGN",  1382.388,   6.838,0.0071421736,"AGN",0.097351573,"AGN","AGN",9.623694e-01,3.763049e-02,"AGN",9.829105e-01,1.708951e-02
"2623","1354.4+3707","3FGL J1354.5+3705 ", 11.589,"4.49e-14","4.68e-14","4.60e-14","208.615"," 37.1300"," 73.804"," 7.3e+01","NVSS J135426+370654         ","bll","                              ","",   0,"1354.5+3705",0.010,"AGN",0.005,"AGN",0.000,"AGN",  5801.970,  -0.592,0.0004794551,"AGN",0.972326040,"PSR","AGN",9.999198e-01,8.021488e-05,"AGN",9.999893e-01,1.078488e-05
"2624","1354.8-1041","3FGL J1355.0-1044 ", 22.434,"2.46e-12","2.86e-12","2.73e-12","208.718","-10.6932","327.180"," 4.9e+01","PKS 1352-104                ","fsrq","                              ","",   0,"1355.0-1044",0.001,"AGN",0.002,"AGN",0.008,"AGN",  2379.705,   0.495,0.0025512753,"AGN",0.009568623,"AGN","AGN",9.994596e-01,5.404387e-04,"AGN",9.998983e-01,1.017317e-04
"2625","1355.2-6420e","3FGL J1356.6-6428 ",  8.664,"5.10e-16","5.70e-16","5.37e-16","208.802","-64.3450","309.767","-2.3e+00","HESS J1356-645              ","PWN","                              ","",   0,"1356.6-6428",0.004,"AGN",0.002,"AGN",0.074,"AGN",  4573.176,   0.597,0.0055911765,"AGN",0.947995365,"PSR","AGN",9.998319e-01,1.680524e-04,"AGN",9.999936e-01,6.478533e-06
"2626","1356.0-6747","                  ",  6.130,"1.49e-12","2.71e-12","2.61e-12","209.022","-67.7986","309.000","-5.7e+00","                            ","","                              ","",   1,"",0.116,"PSR",0.274,"PSR",0.296,"AGN",   816.639, 546.656,0.0823730081,"AGN",0.777288973,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
