"","Source_Name","ASSOC_FGL","Signif","PL_Flux_Density","LP_Flux_Density","PLEC_Flux_Density","RA","DEC","GLON","GLAT","ASSOC1","CLASS1","ASSOC2","CLASS2","Flags","FGL3_Source_name","BLR_P_PLEC","BLR_Pred_PLEC","BLR_P_LP","BLR_Pred_LP","RF_P_LP","RF_Pred_LP","PSR_Out","AGN_Out","XGB_P_PLEC","XGB_Pred_PLEC","XGB_P_LP","XGB_Pred_LP","ANN_Pred_LP","ANN_P_LP.1","ANN_P_LP.2","ANN_Pred_PLEC","ANN_P_PLEC.1","ANN_P_PLEC.2"
"4597","2126.1-3922","3FGL J2126.5-3926 ",  6.931,"1.06e-13","1.01e-13","1.05e-13","321.536","-39.3785","  3.219","-4.6e+01","PMN J2126-3921              ","bcu","                              ","",   0,"2126.5-3926",0.001,"AGN",0.004,"AGN",0.002,"AGN",  4324.328,   0.427,0.0006047984,"AGN",0.154957309,"AGN","AGN",9.999652e-01,3.481994e-05,"AGN",9.999998e-01,2.429339e-07
"4598","2126.3-4605","3FGL J2126.5-4605 ", 29.194,"6.38e-12","6.71e-12","6.63e-12","321.595","-46.0978","353.589","-4.6e+01","PKS 2123-463                ","FSRQ","                              ","",   0,"2126.5-4605",0.000,"AGN",0.000,"AGN",0.000,"AGN",  2054.739,  -0.354,0.0010568816,"AGN",0.086583674,"AGN","AGN",9.963183e-01,3.681698e-03,"AGN",9.999349e-01,6.514063e-05
"4599","2126.5+1842","                  ",  5.006,"2.19e-14","2.02e-14","2.14e-14","321.625"," 18.7106"," 69.903","-2.2e+01","87GB 212407.5+182753        ","bcu","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.008,"AGN",  9345.125,  -0.338,0.0007764124,"AGN",0.252314538,"AGN","AGN",9.999706e-01,2.938957e-05,"AGN",9.999999e-01,1.221241e-07
"4600","2127.6-5959","3FGL J2127.5-6001 ",  5.527,"1.04e-14","1.11e-14","1.08e-14","321.921","-59.9876","334.710","-4.2e+01","1RXS J212728.9-600049       ","bcu","                              ","",   0,"2127.5-6001",0.001,"AGN",0.001,"AGN",0.006,"AGN",  4845.454,  -0.109,0.0004908323,"AGN",0.908304095,"PSR","AGN",9.999998e-01,2.671997e-07,"AGN",1.000000e+00,6.127888e-09
"4601","2127.7+3612","3FGL J2127.7+3612 ", 25.846,"2.39e-13","2.81e-13","2.69e-13","321.931"," 36.2125"," 83.350","-1.1e+01","B2 2125+35                  ","bll","                              ","",   0,"2127.7+3612",0.004,"AGN",0.005,"AGN",0.018,"AGN", 13941.700,   1.343,0.0013462572,"AGN",0.279585660,"AGN","AGN",9.968777e-01,3.122277e-03,"AGN",9.992234e-01,7.765933e-04
"4602","2129.8-0428","3FGL J2129.6-0427 ", 24.995,"8.68e-13","1.21e-12","1.14e-12","322.465"," -4.4815"," 48.933","-3.7e+01","PSR J2129-0429              ","PSR","                              ","",   0,"2129.6-0427",0.947,"PSR",0.934,"PSR",0.990,"PSR",    -0.215, 414.995,0.9934858680,"PSR",0.941604018,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4603","2129.9+1208","                  ",  6.586,"9.53e-13","1.30e-12","1.25e-12","322.482"," 12.1439"," 64.985","-2.7e+01","NGC 7078                    ","glc","                              ","",   1,"",0.027,"AGN",0.007,"AGN",0.086,"AGN",  1290.762,   5.279,0.0041085207,"AGN",0.461104512,"AGN","AGN",9.424319e-01,5.756810e-02,"AGN",9.765908e-01,2.340921e-02
"4604","2129.9+5833e","3FGL J2125.8+5832 ", 14.511,"2.78e-12","3.24e-12","3.24e-12","322.484"," 58.5580"," 99.133"," 5.3e+00","                            ","","                              ","",   1,"2125.8+5832",0.147,"PSR",0.043,"AGN",0.304,"AGN",   233.797, 216.569,0.9344330430,"PSR",0.940019608,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4605","2130.2-7320","                  ",  5.282,"3.24e-14","4.28e-14","3.84e-14","322.552","-73.3348","318.941","-3.7e+01","PMN J2130-7325              ","bll","                              ","",   0,"",0.004,"AGN",0.071,"AGN",0.006,"AGN",  2694.938,   1.789,0.0009296524,"AGN",0.860688984,"PSR","AGN",9.903249e-01,9.675195e-03,"AGN",9.992856e-01,7.144205e-04
"4606","2130.4-4241","3FGL J2130.4-4237 ",  7.799,"6.80e-13","7.80e-13","7.65e-13","322.601","-42.6904","358.382","-4.7e+01","SUMSS J213017-424319        ","bcu","                              ","",   0,"2130.4-4237",0.000,"AGN",0.001,"AGN",0.000,"AGN",   944.774,   0.218,0.0005244996,"AGN",0.465100467,"AGN","AGN",1.000000e+00,5.130673e-11,"AGN",1.000000e+00,1.016086e-13
"4607","2130.8-6623","3FGL J2131.1-6625 ", 21.135,"5.46e-13","8.48e-13","8.15e-13","322.703","-66.3874","326.697","-4.0e+01","SUMSS J213038-662356        ","bcu","                              ","",   0,"2131.1-6625",0.947,"PSR",0.934,"PSR",0.148,"AGN",    96.174, 417.797,0.1589194685,"AGN",0.860106468,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4608","2130.8+2649","                  ",  5.176,"2.21e-13","4.63e-13","4.19e-13","322.715"," 26.8332"," 76.975","-1.8e+01","                            ","","                              ","",2048,"",0.057,"AGN",0.109,"AGN",0.106,"AGN",   376.900,  34.577,0.0362628102,"AGN",0.975363851,"PSR","AGN",6.750771e-01,3.249229e-01,"AGN",8.174930e-01,1.825071e-01
"4609","2131.0-2746","3FGL J2130.8-2745 ", 25.476,"1.24e-13","1.51e-13","1.40e-13","322.753","-27.7727"," 19.995","-4.6e+01","RBS 1751                    ","bll","                              ","",   0,"2130.8-2745",0.008,"AGN",0.018,"AGN",0.058,"AGN", 17427.597,   1.454,0.0020155215,"AGN",0.912006259,"PSR","AGN",9.965287e-01,3.471269e-03,"AGN",9.997441e-01,2.558966e-04
"4610","2131.4-1124","                  ",  4.620,"2.93e-13","4.46e-13","4.29e-13","322.852","-11.4137"," 41.350","-4.1e+01","                            ","","                              ","",   0,"",0.015,"AGN",0.026,"AGN",0.024,"AGN",   402.646,  11.567,0.0018599249,"AGN",0.659876049,"PSR","PSR",2.849207e-01,7.150793e-01,"AGN",5.794043e-01,4.205957e-01
"4611","2131.5-0916","3FGL J2131.5-0915 ", 18.623,"1.09e-13","1.05e-13","1.10e-13","322.891"," -9.2684"," 43.876","-4.0e+01","RBS 1752                    ","bll","                              ","",   0,"2131.5-0915",0.007,"AGN",0.001,"AGN",0.000,"AGN", 10754.595,  -0.780,0.0011710424,"AGN",0.170040950,"AGN","AGN",9.999975e-01,2.449808e-06,"AGN",1.000000e+00,2.465778e-08
"4612","2131.7-2515","3FGL J2131.8-2516 ", 10.802,"2.58e-14","3.08e-14","2.89e-14","322.938","-25.2606"," 23.554","-4.5e+01","RBS 1755                    ","bll","                              ","",   0,"2131.8-2516",0.001,"AGN",0.000,"AGN",0.000,"AGN", 10185.400,  -0.884,0.0004908323,"AGN",0.913489819,"PSR","AGN",9.998896e-01,1.103701e-04,"AGN",9.999937e-01,6.343419e-06
"4613","2132.0-5418","3FGL J2132.4-5420 ", 13.839,"6.07e-13","6.61e-13","6.37e-13","323.023","-54.3125","341.893","-4.5e+01","PMN J2132-5420              ","bcu","                              ","",   0,"2132.4-5420",0.001,"AGN",0.000,"AGN",0.000,"AGN",  3935.240,  -0.645,0.0007468659,"AGN",0.091071852,"AGN","AGN",9.992680e-01,7.319691e-04,"AGN",9.999143e-01,8.570600e-05
"4614","2133.0+2610","3FGL J2131.5+2605 ",  6.006,"2.59e-13","3.24e-13","3.18e-13","323.250"," 26.1788"," 76.834","-1.8e+01","NVSS J213252+261143         ","bcu","                              ","",   0,"2131.5+2605",0.040,"AGN",0.012,"AGN",0.060,"AGN",  1029.525,   7.767,0.0036128655,"AGN",0.544462919,"AGN","AGN",6.020158e-01,3.979842e-01,"AGN",6.362325e-01,3.637675e-01
"4615","2133.1+2529c","3FGL J2133.3+2533 ",  7.073,"2.08e-14","2.37e-14","2.33e-14","323.292"," 25.4933"," 76.344","-1.9e+01","87GB 213100.1+251534        ","bll","                              ","",  32,"2133.3+2533",0.004,"AGN",0.002,"AGN",0.002,"AGN",  6212.881,  -0.581,0.0011104235,"AGN",0.993054330,"PSR","AGN",9.993457e-01,6.542631e-04,"AGN",9.998715e-01,1.284495e-04
"4616","2133.1-6432","3FGL J2133.0-6433 ", 20.914,"6.02e-13","8.83e-13","8.48e-13","323.295","-64.5383","328.748","-4.1e+01","                            ","","                              ","",   0,"2133.0-6433",0.947,"PSR",0.934,"PSR",0.980,"PSR",     0.021, 429.405,0.9881876111,"PSR",0.953227401,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4617","2133.6+1439","                  ",  4.135,"1.87e-12","1.78e-12","1.85e-12","323.420"," 14.6575"," 67.796","-2.6e+01","MG1 J213339+1443            ","bcu","                              ","",   4,"",0.001,"AGN",0.001,"AGN",0.004,"AGN",  1572.012,  -0.013,0.0010197534,"AGN",0.018356878,"AGN","AGN",9.999999e-01,1.647540e-07,"AGN",1.000000e+00,6.039628e-10
"4618","2133.9+6646","3FGL J2133.8+6648 ", 19.359,"9.59e-14","1.10e-13","1.08e-13","323.479"," 66.7776","105.181"," 1.1e+01","NVSS J213349+664706         ","bll","                              ","",   0,"2133.8+6648",0.001,"AGN",0.000,"AGN",0.000,"AGN", 13417.090,  -0.506,0.0008772354,"AGN",0.239079461,"AGN","AGN",9.884929e-01,1.150708e-02,"AGN",9.943784e-01,5.621625e-03
"4619","2134.2-0154","3FGL J2134.1-0152 ", 26.634,"1.31e-12","1.35e-12","1.35e-12","323.570"," -1.9042"," 52.391","-3.7e+01","PKS 2131-021                ","bll","                              ","",   0,"2134.1-0152",0.001,"AGN",0.001,"AGN",0.000,"AGN",  3885.106,  -0.654,0.0010552915,"AGN",0.118547954,"AGN","AGN",9.990045e-01,9.954462e-04,"AGN",9.994113e-01,5.886781e-04
"4620","2134.3-6511","2FGL J2134.5-6513 ",  6.340,"3.43e-14","3.84e-14","3.73e-14","323.591","-65.1859","327.901","-4.1e+01","2MASS J21343180-6513357     ","bcu","                              ","",   0,"2134.5-6513",0.001,"AGN",0.000,"AGN",0.002,"AGN",  6968.472,  -0.696,0.0008217522,"AGN",0.881580234,"PSR","AGN",9.999936e-01,6.398489e-06,"AGN",9.999998e-01,2.955534e-07
"4621","2134.5-2130","3FGL J2134.5-2131 ", 23.738,"2.76e-13","3.02e-13","2.93e-13","323.641","-21.5029"," 28.944","-4.5e+01","MRSS 600-193101             ","bll","                              ","",   0,"2134.5-2131",0.001,"AGN",0.000,"AGN",0.002,"AGN",  9470.553,  -0.589,0.0011657326,"AGN",0.427267939,"AGN","AGN",9.988959e-01,1.104050e-03,"AGN",9.995806e-01,4.194215e-04
"4622","2135.3-5006","3FGL J2135.3-5008 ", 28.582,"3.42e-12","3.72e-12","3.66e-12","323.836","-50.1015","347.537","-4.6e+01","PMN J2135-5006              ","fsrq","                              ","",   0,"2135.3-5008",0.007,"AGN",0.002,"AGN",0.022,"AGN",  7510.955,   2.027,0.0021353401,"AGN",0.927696764,"PSR","PSR",2.849207e-01,7.150793e-01,"AGN",7.584452e-01,2.415548e-01
"4623","2136.2+0032","                  ",  5.870,"4.88e-12","5.69e-12","5.48e-12","324.062","  0.5488"," 55.252","-3.6e+01","OX 057                      ","fsrq","                              ","",   0,"",0.005,"AGN",0.001,"AGN",0.012,"AGN",   638.282,   1.665,0.0005815682,"AGN",0.008493648,"AGN","AGN",9.998885e-01,1.114901e-04,"AGN",9.999974e-01,2.596184e-06
"4624","2136.2-0642","                  ",  5.258,"5.48e-13","4.85e-13","5.38e-13","324.071"," -6.7163"," 47.508","-3.9e+01","TXS 2133-069                ","bcu","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.002,"AGN",  5568.213,   0.115,0.0004727008,"AGN",0.040466446,"AGN","AGN",9.999456e-01,5.430464e-05,"AGN",9.999999e-01,1.036335e-07
"4625","2137.4-3209","                  ",  5.537,"8.94e-15","1.26e-14","1.22e-14","324.364","-32.1552"," 13.970","-4.8e+01","NVSS J213726-320755         ","bcu","                              ","",   0,"",0.004,"AGN",0.028,"AGN",0.000,"AGN",  2447.008,   0.060,0.0006658346,"AGN",0.997390926,"PSR","AGN",9.551392e-01,4.486090e-02,"AGN",9.848990e-01,1.510100e-02
"4626","2138.3+3556","                  ",  5.446,"7.09e-15","9.46e-15","8.74e-15","324.585"," 35.9439"," 84.742","-1.2e+01","MG3 J213809+3553            ","bcu","                              ","",   0,"",0.004,"AGN",0.006,"AGN",0.000,"AGN",  2674.488,  -0.344,0.0007782955,"AGN",0.965832949,"PSR","AGN",9.973550e-01,2.644999e-03,"AGN",9.995235e-01,4.765432e-04
"4627","2138.8-2055","2FGL J2139.1-2054 ",  7.775,"6.56e-15","9.70e-15","8.69e-15","324.707","-20.9246"," 30.159","-4.6e+01","1RXS J213852.9-205354       ","bll","                              ","",   0,"2139.1-2054",0.004,"AGN",0.071,"AGN",0.010,"AGN",  3563.610,   0.298,0.0030268189,"AGN",0.970419705,"PSR","AGN",9.936609e-01,6.338993e-03,"AGN",9.989052e-01,1.094769e-03
"4628","2139.4-4235","3FGL J2139.4-4235 ", 75.134,"6.09e-12","6.55e-12","6.32e-12","324.855","-42.5895","358.316","-4.8e+01","MH 2136-428                 ","bll","                              ","",   0,"2139.4-4235",0.001,"AGN",0.000,"AGN",0.000,"AGN", 12784.120,   1.079,0.0007599330,"AGN",0.025871992,"AGN","AGN",6.707375e-01,3.292625e-01,"AGN",9.854322e-01,1.456776e-02
"4629","2140.0+4716","3FGL J2140.0+4715 ", 43.542,"5.08e-12","8.05e-12","7.74e-12","325.001"," 47.2686"," 92.641","-4.0e+00","PSR J2139+4716              ","PSR","                              ","",   0,"2140.0+4715",0.947,"PSR",0.934,"PSR",1.000,"PSR",     0.703, 539.956,0.9988492727,"PSR",0.647156656,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4630","2140.5-6731","1FGL J2140.8-6743 ",  6.004,"3.02e-12","3.97e-12","3.79e-12","325.138","-67.5192","324.796","-4.1e+01","PMN J2139-6732              ","bcu","                              ","",   4,"2140.8-6743",0.005,"AGN",0.005,"AGN",0.006,"AGN",   857.191,   2.798,0.0006591295,"AGN",0.119957365,"AGN","AGN",9.999493e-01,5.065920e-05,"AGN",9.999975e-01,2.556870e-06
"4631","2141.4+2947","                  ",  5.166,"3.31e-14","4.69e-14","4.55e-14","325.372"," 29.7845"," 80.892","-1.7e+01","87GB 213913.0+293303        ","bcu","                              ","",   0,"",0.015,"AGN",0.006,"AGN",0.002,"AGN",  1433.525,   1.321,0.0055911737,"AGN",0.835743248,"PSR","AGN",9.997678e-01,2.322106e-04,"AGN",9.999788e-01,2.124927e-05
"4632","2141.4+0733","                  ",  5.242,"4.17e-13","4.93e-13","4.39e-13","325.375","  7.5657"," 62.978","-3.2e+01","                            ","","                              ","",   0,"",0.002,"AGN",0.019,"AGN",0.004,"AGN",  1385.733,   2.264,0.0012926463,"AGN",0.526068926,"AGN","AGN",9.201418e-01,7.985815e-02,"AGN",9.998622e-01,1.377444e-04
"4633","2141.7-6410","3FGL J2141.6-6412 ", 65.174,"1.01e-11","1.14e-11","1.09e-11","325.431","-64.1792","328.623","-4.2e+01","PMN J2141-6411              ","bcu","                              ","",   0,"2141.6-6412",0.012,"AGN",0.013,"AGN",0.000,"AGN", 11953.977,   1.296,0.0022642068,"AGN",0.008583494,"AGN","AGN",6.514897e-01,3.485103e-01,"AGN",9.881715e-01,1.182850e-02
"4634","2141.8-3727","3FGL J2141.7-3734 ", 15.324,"4.52e-12","4.64e-12","4.64e-12","325.462","-37.4545","  6.050","-4.9e+01","PKS 2138-377                ","fsrq","                              ","",   0,"2141.7-3734",0.000,"AGN",0.000,"AGN",0.000,"AGN",  1873.620,  -0.375,0.0005345884,"AGN",0.110763863,"AGN","AGN",9.960473e-01,3.952647e-03,"AGN",9.970799e-01,2.920037e-03
"4635","2142.1+4501","                  ",  5.461,"1.06e-14","1.49e-14","1.43e-14","325.529"," 45.0182"," 91.427","-6.0e+00","B3 2140+447                 ","bcu","                              ","",   0,"",0.013,"AGN",0.028,"AGN",0.000,"AGN",  1033.021,   1.568,0.0037246307,"AGN",0.996357858,"PSR","AGN",9.834226e-01,1.657737e-02,"AGN",9.855194e-01,1.448059e-02
"4636","2142.4+3659","                  ",  7.708,"1.77e-14","2.06e-14","2.04e-14","325.602"," 36.9856"," 86.078","-1.2e+01","2MASS J21422658+3659481     ","bcu","                              ","",   0,"",0.001,"AGN",0.001,"AGN",0.000,"AGN",  5127.225,  -0.457,0.0009091132,"AGN",0.851741433,"PSR","AGN",9.992466e-01,7.533984e-04,"AGN",9.995814e-01,4.186195e-04
"4637","2142.5-2029","3FGL J2142.6-2029 ",  6.729,"1.45e-14","1.27e-14","1.43e-14","325.642","-20.4965"," 31.139","-4.7e+01","                            ","","                              ","",   4,"2142.6-2029",0.004,"AGN",0.002,"AGN",0.000,"AGN",  4555.944,  -0.488,0.0005401928,"AGN",0.274164855,"AGN","AGN",9.989055e-01,1.094433e-03,"AGN",9.999981e-01,1.858286e-06
"4638","2142.5-2552","3FGL J2142.2-2546 ",  9.751,"2.09e-13","2.27e-13","2.24e-13","325.645","-25.8777"," 23.494","-4.8e+01","PMN J2142-2551              ","bcu","                              ","",   0,"2142.2-2546",0.000,"AGN",0.001,"AGN",0.002,"AGN",  5159.258,  -0.455,0.0005511149,"AGN",0.130750895,"AGN","AGN",9.999987e-01,1.294194e-06,"AGN",9.999999e-01,1.202353e-07
"4639","2142.7-0437","                  ",  7.082,"1.96e-13","1.84e-13","1.98e-13","325.693"," -4.6241"," 50.915","-4.0e+01","PKS 2140-048                ","fsrq","                              ","",   0,"",0.010,"AGN",0.005,"AGN",0.010,"AGN",  4712.586,   0.096,0.0005222509,"AGN",0.267079711,"AGN","AGN",9.991322e-01,8.677916e-04,"AGN",9.999994e-01,6.213525e-07
"4640","2142.8+1958","3FGL J2142.7+1957 ",  5.949,"4.14e-15","5.64e-15","5.33e-15","325.701"," 19.9820"," 73.766","-2.4e+01","NVSS J214247+195810         ","bcu","                              ","",   0,"2142.7+1957",0.001,"AGN",0.001,"AGN",0.004,"AGN",  5453.421,  -0.658,0.0008738013,"AGN",0.837576210,"PSR","AGN",9.999962e-01,3.760068e-06,"AGN",9.999998e-01,1.991744e-07
"4641","2143.0-5501","                  ",  5.341,"9.49e-12","1.68e-11","1.51e-11","325.760","-55.0294","340.220","-4.6e+01","CTS 0561                    ","bcu","                              ","",2051,"",0.027,"AGN",0.018,"AGN",0.176,"AGN",  1644.513,  19.116,0.0036712061,"AGN",0.107497074,"AGN","AGN",7.621245e-01,2.378755e-01,"AGN",9.451973e-01,5.480269e-02
"4642","2143.1-3929","3FGL J2143.1-3928 ", 15.340,"3.48e-13","3.38e-13","3.44e-13","325.793","-39.4882","  2.929","-4.9e+01","PMN J2143-3929              ","bll","                              ","",   0,"2143.1-3928",0.001,"AGN",0.000,"AGN",0.002,"AGN",  4992.646,  -0.737,0.0004289937,"AGN",0.010740776,"AGN","AGN",9.999996e-01,3.085897e-07,"AGN",1.000000e+00,2.177470e-08
"4643","2143.4+6608c","                  ",  6.679,"1.44e-13","1.68e-13","1.49e-13","325.855"," 66.1368","105.454"," 9.9e+00","                            ","","ERC100 G105.41+09.86          ","unk",  32,"",0.026,"AGN",0.005,"AGN",0.100,"AGN",  9165.569,   2.689,0.0024801949,"AGN",0.946880996,"PSR","AGN",7.920036e-01,2.079964e-01,"AGN",9.978513e-01,2.148720e-03
"4644","2143.5+1743","3FGL J2143.5+1744 ", 87.512,"7.85e-11","8.21e-11","8.01e-11","325.894"," 17.7306"," 72.113","-2.6e+01","OX 169                      ","fsrq","                              ","",   0,"2143.5+1744",0.000,"AGN",0.005,"AGN",0.112,"AGN", 10609.738,   5.813,0.0011998770,"AGN",0.620900333,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4645","2143.9+3337","                  ",  6.356,"2.17e-14","2.46e-14","2.25e-14","325.997"," 33.6280"," 84.013","-1.5e+01","MG3 J214351+3337            ","bcu","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.002,"AGN",  5501.266,  -0.375,0.0004751466,"AGN",0.972326040,"PSR","AGN",9.791861e-01,2.081385e-02,"AGN",9.995839e-01,4.161605e-04
"4646","2144.2+3132","3FGL J2144.2+3132 ", 15.414,"1.26e-13","1.36e-13","1.34e-13","326.065"," 31.5457"," 82.600","-1.6e+01","MG3 J214415+3132            ","bll","                              ","",   0,"2144.2+3132",0.007,"AGN",0.005,"AGN",0.004,"AGN", 17347.277,  -0.422,0.0005857889,"AGN",0.993182719,"PSR","AGN",9.988053e-01,1.194668e-03,"AGN",9.994276e-01,5.724177e-04
"4647","2144.2+7709c","                  ",  5.662,"1.12e-14","2.52e-14","2.25e-14","326.074"," 77.1549","113.123"," 1.8e+01","                            ","","                              ","",2080,"",0.015,"AGN",0.248,"PSR",0.206,"AGN",   937.660,  60.413,0.0354948528,"AGN",0.948882580,"PSR","PSR",2.849207e-01,7.150793e-01,"AGN",5.082824e-01,4.917177e-01
"4648","2144.3-7802","                  ",  5.049,"1.09e-11","1.31e-11","1.30e-11","326.085","-78.0344","313.549","-3.5e+01","PKS 2141-784                ","fsrq","                              ","",   0,"",0.027,"AGN",0.004,"AGN",0.060,"AGN",   725.698,   3.360,0.0019375870,"AGN",0.458128512,"AGN","AGN",9.994000e-01,5.999362e-04,"AGN",9.998834e-01,1.166005e-04
"4649","2145.0-3356","3FGL J2144.9-3356 ", 36.085,"5.77e-12","6.21e-12","5.99e-12","326.253","-33.9439"," 11.463","-5.0e+01","PMN J2145-3357              ","fsrq","                              ","",   0,"2144.9-3356",0.000,"AGN",0.000,"AGN",0.000,"AGN",  3516.953,  -0.409,0.0006819762,"AGN",0.010621298,"AGN","AGN",9.915962e-01,8.403817e-03,"AGN",9.998073e-01,1.927065e-04
"4650","2145.5+1006","3FGL J2145.5+1007 ",  5.648,"1.48e-15","1.96e-15","1.90e-15","326.380"," 10.1159"," 66.036","-3.2e+01","87GB 214302.1+095227        ","bll","                              ","",   0,"2145.5+1007",0.001,"AGN",0.001,"AGN",0.000,"AGN",  5561.810,  -0.426,0.0007669331,"AGN",0.731168151,"PSR","AGN",9.999995e-01,4.440438e-07,"AGN",1.000000e+00,2.061603e-08
"4651","2145.7+0718","3FGL J2145.7+0717 ",  7.718,"2.80e-14","2.77e-14","2.83e-14","326.445","  7.3100"," 63.541","-3.3e+01","MS 2143.4+0704              ","bll","                              ","",   0,"2145.7+0717",0.004,"AGN",0.002,"AGN",0.000,"AGN",  6196.963,  -0.555,0.0004774717,"AGN",0.799369395,"PSR","AGN",9.999998e-01,2.855873e-07,"AGN",9.999996e-01,3.160125e-07
"4652","2146.4-1528","3FGL J2146.7-1527 ", 10.229,"5.02e-12","5.66e-12","5.48e-12","326.621","-15.4757"," 38.387","-4.6e+01","PKS 2143-156                ","fsrq","                              ","",   0,"2146.7-1527",0.001,"AGN",0.000,"AGN",0.000,"AGN",  1947.199,   0.266,0.0010522949,"AGN",0.075886011,"AGN","AGN",9.997652e-01,2.347689e-04,"AGN",9.999866e-01,1.334187e-05
"4653","2146.5-1344","3FGL J2146.6-1344 ", 31.309,"1.34e-13","1.59e-13","1.51e-13","326.645","-13.7347"," 40.662","-4.5e+01","NVSS J214637-134359         ","bll","                              ","",   0,"2146.6-1344",0.021,"AGN",0.081,"AGN",0.076,"AGN", 14852.527,   4.192,0.0026888840,"AGN",0.953315377,"PSR","AGN",9.994448e-01,5.551790e-04,"AGN",9.999452e-01,5.477815e-05
"4654","2147.1+0931","3FGL J2147.2+0929 ", 37.358,"1.81e-11","2.04e-11","1.98e-11","326.783","  9.5181"," 65.808","-3.2e+01","PKS 2144+092                ","FSRQ","                              ","",   0,"2147.2+0929",0.017,"AGN",0.004,"AGN",0.004,"AGN",  2432.580,   3.800,0.0018285486,"AGN",0.098099254,"AGN","AGN",8.120810e-01,1.879190e-01,"AGN",9.896388e-01,1.036117e-02
"4655","2147.3-7536","3FGL J2147.3-7536 ", 99.321,"4.65e-11","4.98e-11","4.84e-11","326.827","-75.6024","315.801","-3.7e+01","PKS 2142-75                 ","FSRQ","                              ","",   0,"2147.3-7536",0.012,"AGN",0.013,"AGN",0.000,"AGN",  7583.275,   1.605,0.0023804917,"AGN",0.012378770,"AGN","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"4656","2148.0-0733","                  ", 10.394,"6.25e-14","5.86e-14","6.29e-14","327.020"," -7.5612"," 48.475","-4.2e+01","SDSS J214807.08-073347.0    ","bll","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.002,"AGN",  6767.926,  -0.639,0.0004794551,"AGN",0.324522257,"AGN","AGN",9.998670e-01,1.329648e-04,"AGN",9.999999e-01,6.184180e-08
"4657","2148.6+0652","2FGL J2148.2+0659 ",  6.975,"5.60e-12","6.85e-12","6.64e-12","327.163","  6.8791"," 63.688","-3.4e+01","PKS 2145+06                 ","fsrq","                              ","",   0,"2148.2+0659",0.005,"AGN",0.001,"AGN",0.012,"AGN",   623.836,   1.869,0.0010484388,"AGN",0.166277334,"AGN","AGN",9.849037e-01,1.509632e-02,"AGN",9.951828e-01,4.817188e-03
"4658","2148.9-0121","                  ",  5.619,"1.03e-13","8.63e-14","9.97e-14","327.235"," -1.3574"," 55.551","-3.9e+01","PKS 2146-01                 ","bcu","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.004,"AGN",  4573.176,  -0.265,0.0005076008,"AGN",0.274164855,"AGN","AGN",9.994893e-01,5.107105e-04,"AGN",9.999982e-01,1.746085e-06
"4659","2149.1+6104","                  ",  5.975,"3.98e-12","5.93e-12","5.91e-12","327.290"," 61.0705","102.622"," 5.6e+00","2MASS J21483082+6106232     ","bcu","                              ","",   1,"",0.005,"AGN",0.005,"AGN",0.006,"AGN",   819.138,   6.053,0.0037584943,"AGN",0.076745324,"AGN","AGN",9.756732e-01,2.432684e-02,"AGN",9.924107e-01,7.589371e-03
"4660","2149.6+0323","3FGL J2149.7+0323 ", 17.206,"3.31e-13","3.38e-13","3.39e-13","327.424","  3.3959"," 60.552","-3.7e+01","PKS B2147+031               ","bll","                              ","",   0,"2149.7+0323",0.001,"AGN",0.001,"AGN",0.002,"AGN",  4799.433,  -0.609,0.0004737446,"AGN",0.171608999,"AGN","AGN",9.999994e-01,6.484576e-07,"AGN",9.999996e-01,3.132544e-07
"4661","2149.7+1917","3FGL J2149.6+1915 ", 10.310,"1.10e-12","1.30e-12","1.23e-12","327.444"," 19.2859"," 74.495","-2.6e+01","TXS 2147+191                ","bcu","                              ","",   0,"2149.6+1915",0.000,"AGN",0.000,"AGN",0.010,"AGN",  2172.743,  -0.219,0.0016019188,"AGN",0.038745396,"AGN","AGN",9.998313e-01,1.685987e-04,"AGN",9.999919e-01,8.163450e-06
"4662","2150.1-1410","3FGL J2150.2-1411 ", 13.948,"2.53e-14","2.90e-14","2.77e-14","327.539","-14.1783"," 40.603","-4.6e+01","TXS 2147-144                ","bll","                              ","",   0,"2150.2-1411",0.001,"AGN",0.000,"AGN",0.000,"AGN", 12886.252,  -0.722,0.0004629580,"AGN",0.913489819,"PSR","AGN",9.991847e-01,8.152747e-04,"AGN",9.999218e-01,7.818876e-05
